مرجان_ساتراپی,Marjane Satrapi,"Cartoonist, graphic-novelist, film maker",Artistic/cultural,Invalid Site
پرسپولیس_۲٫۰,Persepolis 2.0,Online graphic novel about the 2009 elections using previously published illustrations by Marjane Satrapi.,Artistic/cultural,Invalid Site
مانا_نیستانی,Mana Nestani,An cartoonist critical of the leaders of the Islamic Republic,Artistic/cultural,Invalid Site
نیک‌آهنگ_کوثر,Nikahang Kowsar,Iranian cartoonist,Artistic/cultural,Invalid Site
زن_شگفت‌انگیز,Wonder Woman,A female comic book superhero with origins from Greek mythology and a sexy persona,Artistic/cultural,Invalid Site
رقص,Dance,An artistic form of expression through body movements in harmony to a song,Artistic/cultural,Invalid Site
سامبا,Samba,A Brazilian music genre that is also a style of dance that primarily entails scantily outfits and provocative dance moves,Artistic/cultural,Invalid Site
جشنواره_فیلم_گی_و_لزبین_لیسبون,Gay & lesbian film festival,An international event showcasing the cinematographic work of the gay and lesbian community,Artistic/cultural,Invalid Keyword
ويكي_پديا:نظرخواهي_براي_حذف/جشنواره_فيلم_گي_و_لزبين_ليسبون,Wikipedia: feedback for the elimination of Lisbon's Gay and Lesbian Film Festival,It states that this page is not worth translating ,Artistic/cultural,Invalid Keyword
ویکی_پدیا:نظرخواهی_برای_حذف/جشنواره_فیلم_گی_و_لزبین_لیسبون,Wikipedia: feedback for the elimination of Lisbon's Gay and Lesbian Film Festival,It states that this page is not worth translating ,Artistic/cultural,Invalid Keyword
فقط_برای_سکس_(فیلم),No Strings Attached,An American movie about two friends with sex benefits,Artistic/cultural,Invalid Keyword
محمد_رسول‌اف,Mohammad Rasoulof,"A film director, producer, and writer who was arrested in 2009 and is banned from leaving Iran",Artistic/cultural,Invalid Site
گلشیفته_فراهانی,Golshifteh Farahani,Famous Iranian Actress works outside of Iran / posed nude ,Artistic/cultural,Invalid Site
جسیکا_آلبا,Jessica Alba,American actress best known for her role in the Fantastic Four series,Artistic/cultural,Invalid Site
سنگسار_ثریا_م,Stoning of Soraya,A film adaptation of the book by the same name about a woman's struggles with the domestic laws to her disadvantage,Artistic/cultural,Invalid Site
شهره_آغداشلو,Shohreh Aghdashloo,An Iranian actress in America who played in the movie Stoning of Soraya,Artistic/cultural,Invalid Site
فیلم_پرسپولیس,Persepolis,A French movie about an Iranian family's emigration from Iran to France,Artistic/cultural,Invalid Site
کیت_بکینسیل,Kate Beckinsale,English actress,Artistic/cultural,Invalid Site
کریستن_استوارت,Kristen Stewart,American actress famous for the Twilight series ,Artistic/cultural,Invalid Site
ماریا_گرازیا_کوچی_نوتا,Maria Grazia Cucinotta,An Italian model and actress,Artistic/cultural,Invalid Site
اما_واتسون,Emma Watson,British actress best known for her role as Hermione Granger in the Harry Potter franchise,Artistic/cultural,Invalid Site
سکس_و_شهر,Sex and the City,An HBO half hour show about four women living in NYC,Artistic/cultural,Invalid Keyword
جعفر_پناهی,Jafar Panahi,An Iranian film director and screenwriter whose works are mainly driven by societal issues inside Iran,Artistic/cultural,Invalid Site
محسن_مخملباف,Mohsen Makhmalbaf,"A writer, actor, and director whose open letter to Khamenei and political activity during the Green Movement brought charges against him ",Artistic/cultural,Invalid Site
شیما_کلباسی,Shima Kalbasi,"A writer, poet, and film producer whose messages of human rights and children rights are seen through his works",Artistic/cultural,Invalid Site
مهناز_محمدی,Mahnaz Mohammadi,Filmmaker and women's rights activist,Artistic/cultural,Invalid Site
هنر_اروتیک,Erotic art,--------------,Artistic/cultural,Invalid Site
هنر_برهنه,Nude art,--------------,Artistic/cultural,Invalid Site
ژوزفین_موتسن_باخر_-_داستان_یک_فاحشه_ی_اطریشی_به_قلم_خودش,"Josephine Mutzenbacher – The Life Story of a Viennese Whore, as Told by Herself ",A classic erotic novel,Artistic/cultural,Invalid Keyword
بچه‌های_نیمه‌شب,Midnight's Children,A novel by Salman Rushdie about India's independence from British colonialism,Artistic/cultural,Invalid Site
سلمان_رشدی,Salman Rushdie,An author who mostly known for writing the Satanic Verses which sparked Khomeini to issue a fatwa on his life,Artistic/cultural,Invalid Site
آیات_شیطانی,Satanic Verses,"A book by Salman Rushdie depicting an alleged story of Prophet Muhammad receiving verses from Satan
",Artistic/cultural,Invalid Site
لولیتاخوانی_در_تهران,Reading Lolita in Tehran,A book by Azar Nafisi and her experiences as a woman during the cultural revolution in Iran,Artistic/cultural,Invalid Site
رؤیا_حکاکیان,Roya Hakakian,A Jewish author and journalist of Iranian-American descent,Artistic/cultural,Invalid Site
بورزوم,Burzum,A Norwegian black metal band,Artistic/cultural,Invalid Site
بلک_متال,Black Metal,"A genre of heavy metal music best known for its nihilistic, anti-religious or pagan message that has been popular in Iran since 2000",Artistic/cultural,Invalid Site
فهرست_گروه‌های_بلک_متال,List of black medal bands,--------------,Artistic/cultural,Invalid Site
ترانه_نقی,Nagi (song),A rap song criticising the political establishment in Iran,Artistic/cultural,Invalid Site
واکنش‌ها_به_ترانه_نقی,Reaction to the Naghi Song,a page about reaction to Shahin Najafi's satirical rap song about the 10th Shia Imam,Artistic/cultural,Invalid Site
شاهین_نجفی,Shahin Najafi,A politically conscious Iranian singer in Germany ,Artistic/cultural,Invalid Site
کریس_دی‌برگ,Chris de Burgh,Is an Argentinian-born British-Irish singer-songwriter. ,Artistic/cultural,Invalid Site
آریا_آرام‌نژاد,Aria Aramnejad,"After releasing a string of songs with political and social messages, Aria has been incarcerated on numerous occasions",Artistic/cultural,Invalid Site
محسن_نامجو,Mohesn Namjoo,"A musician who was imprisoned for his rendition of the Quran, since then he's lived outside of Iran  ",Artistic/cultural,Invalid Site
سال_خون_(آلبوم),The Year of Blood,An music album by artist Shahin with many songs having political and social messages in response to issues in Iran,Artistic/cultural,Invalid Site
شریل_کول,Cheryl Cole,An English musician,Artistic/cultural,Invalid Site
مسابقه_آواز_یوروویژن,Eurovision song contest,Is an annual song competition held among many of the active member countries of the European Broadcasting Union,Artistic/cultural,Invalid Site
ما_مرد_نیستیم_(ترانه),We Are Not Men (song),A song by Iranian rapper Shahin Najafi about women suffering in Iran,Artistic/cultural,Invalid Site
یوروویژن_۲۰۱۱,Eurovision 2011,Popular singing competition,Artistic/cultural,Invalid Site
یوروویژن_۲۰۱۲,Eurovision 2012,Popular singing competition,Artistic/cultural,Invalid Site
فرامرز_اصلانی,Faramarz Aslani,An Iranian musician whose music is banned in Iran,Artistic/cultural,Invalid Site
هیچکس,Hichkas,Popular rapper know for social commentary ,Artistic/cultural,Invalid Site
آخ_(آلبوم),Ouch (album),"The third studio album, and the first released outside of Iran by Mohsen Namjoo.",Artistic/cultural,Invalid Site
ادوارد-هنری_آوریل,Painter Edward Henry April (d. 1928),19th century French exotic painter of sex and sexuality relations,Artistic/cultural,Invalid Site
ونوس_و_آدونیس,Venus and Adonis,Poem by William Shakespeare featuring Greek goddess of love,Artistic/cultural,Invalid Site
هیلا_صدیقی,Hilla Sedighi,Popular poet and mousavi supporter sentenced to a suspended jail term,Artistic/cultural,Invalid Site
اسماعیل_خویی,Esmail Khoi,"An Iranian poet, living in exile, with most of his work influenced by the conditions inside Iran",Artistic/cultural,Invalid Site
شمس_لنگرودی,Shams Langroodi,"An Iranian poet, writer, professor, and scholar ",Artistic/cultural,Invalid Site
سیمین_بهبهانی,Simin Behbahani,A writer who spoke at International Women's Day in Paris resulting in her being banned from international travel,Artistic/cultural,Invalid Site
ترانه_جوانبخت,Taraneh Javanbakht,An artist and scholar who has worked on human and women rights issues,Artistic/cultural,Invalid Site
جين_(مشروب),Gin (liquor),An alcoholic beverage made from berries,Drugs or alcohol,Invalid Keyword
اکستازی,Ecstasy (drug),An illegal drug taken to increase euphoria,Drugs or alcohol,Invalid Keyword
مشروب,Liquor,--------------,Drugs or alcohol,Invalid Keyword
زن‌ستیزی,Misogyny,The discrimination or hatred towards the female sex ,Human rights,Invalid Site
جنسیت‌گرایی,Sexism,A belief that one sex is superior to another,Human rights,Invalid Site
کیوان_رفیعی,Keivan Rafiei,Human rights activist and founder of Human Rights Activists in Iran,Human rights,Invalid Site
سعید_حبیبی,Saeed Habibi,"A human, civil, and political rights activist who was arrested for his activities",Human rights,Invalid Site
منصوره_شجاعی,Mansoureh Shojaei,Feminist and women's rights activists,Human rights,Invalid Site
مریم_ضیاء,Maryam Zia,Civil and children activist. She was arrested post-2009 ,Human rights,Invalid Site
واحد_خلوصی,Vahed Kholusi,The wikipedia page is no longer available but he is a Baha'i student activist who is banned from continuing his education and is sentenced to 5 year in prison ,Human rights,Invalid Site
ضیاء_الدین_نبوی,Zia Aldeen Nabavi,"A student activist who has been arrested, tortured, and interrogated",Human rights,Invalid Site
محمد_صدیق_کبودوند,Mohammad Seddigh Kaboudvand,Founder of Kurdistan human rights organization,Human rights,Invalid Site
یعقوب_مهرنهاد,Yaghoub Mehrnahad,Balouchi civil activist,Human rights,Invalid Site
کاوه_کرمانشاهی,Kaveh  Kermanshahi,Iranian Kurdish rights and women's rights activist with the One Million Signatures Campaign,Human rights,Invalid Site
عبدالله_مومنی,Abdullah Momeni,A very active human rights activist whose been in and out of jail because of his work - he's also written an open letter to Khamenei about the sufferings in prison,Human rights,Invalid Site
عبدالرضا_تاجیک,Abdulreza Tajik,"A journalist and human rights activist, member of the Defenders of Human Rights Center, whose been in and out of jail since 2009 with also a travel ban",Human rights,Invalid Site
ژینوس_سبحانی,Jinous Sobhani,A Bahai  and former secretary of the Defenders of Human Rights Center sentenced to two years in prison,Human rights,Invalid Site
کوهیار_گودرزی,Kouhyar Goudarzi,Imprisoned human rights activists and member of Committee of human rights reporters,Human rights,Invalid Site
نوید_خانجانی,Navid Khanjani,Human rights defender who was arrested after the 2009 election,Human rights,Invalid Site
رسول_بداقی,Rasoul Bedaghi,A teacher and human rights activist who was incarcerated for participating in the 2009 protests,Human rights,Invalid Site
سعید_کلانکی,Saeed Kalanaki,"A human rights activist, Committee of Human Rights Reporters member, whose been arrested on two occasions for protesting",Human rights,Invalid Site
شیوا_نظر_آهاری,Shiva Nazar Ahari,A human rights activist and spokeswoman for the Committee Human Rights Reporters whose been arrested for protesting,Human rights,Invalid Site
منصور_اسانلو,Mansour Osanlou,Iranian trade unionist,Human rights,Invalid Site
مهدی_محمودیان,Mehdi Mahmoudian,Human rights defender who played an important role in exposing the Kahrizak crimes ,Human rights,Invalid Site
عماد_الدین_باقی,Emad Aldeen Baghi,Human rights defender,Human rights,Invalid Site
عالیه_اقدام_دوست,Aliyeh Eghdamdoost,A women's rights activist whose been arrested for participating in a peacefully demonstration ,Human rights,Invalid Site
امیر_یعقوبعلی,Amir Yaghoubali,"A feminist activist, Yaghoubali has been in and out of prison, and on probation for his activity in women's rights",Human rights,Invalid Site
دلارام_علی,Delaram Ali,A social worker and women's and children's rights activist who was arrested for a peaceful demonstration ,Human rights,Invalid Site
کاوه_مظفری,Kaveh Mozaffari,Civil society activist and member of the One Million Signatures Campaign,Human rights,Invalid Site
محبوبه_عباسقلی‌زاده,Mahbubeh Abasghalizadeh,A journalist and director of a women's NGO whose arrested and whipped for her activist work,Human rights,Invalid Site
حسام_میثاقی,Hoosam Misaghi,A minority and human rights activist who was expelled from college,Human rights,Invalid Site
منیژه_نجم_عراقی,Manijeh Najm Araghi,"Writer, women's rights activists, and member of Iran's writer association",Human rights,Invalid Site
الهه_هیکس,Alem Hikes,Human Rights researcher and activist ,Human rights,Invalid Site
نازنین_افشین_جم,Nazanin Afshin-Jam,Iranian-Canadian model and human rights activist,Human rights,Invalid Site
فریبا_داوودی_مهاجر,Fariba Davoodi Mohajer,A women's rights activist and political activist,Human rights,Invalid Site
هانا_عبدی,Hana Abdi,Women's rights activist and member of 1 million signature campaign ,Human rights,Invalid Site
خدیجه_مقدم,Khadijeh Moghaddam,"An environmental, human rights, and women's activist who is considered one of the pioneers for women's rights",Human rights,Invalid Site
مهناز_افخمی,Mahnaz Afkhami,--------------,Human rights,Invalid Site
پروین_اردلان,Parvin Ardalan,"Leading Iranian women's rights activist, founding members of the One Million Signatures Campaign",Human rights,Invalid Site
سوسن_طهماسبی,Susan Tahmasabi,"A civil, women's, and human rights activist who has raised awareness on Sex and Sexuality health and equality in Iran",Human rights,Invalid Site
ژیلا_شریعت‌پناهی,Zhila Shariat Panah,"Quran scholar, feminist, and member 1 million signature campaign ",Human rights,Invalid Site
مريم_بهرمن,Maryam Bahreman,Blogger and women's rights advocate,Human rights,Invalid Site
علیا_ماجده_المهدی,Alia Majideh al-Mahdi,An Egyptian female blogger (who is an atheist) who posted nude photos of herself on her website,Human rights,Invalid Site
کمپین_بین‌المللی_دفاع_از_حقوق_زنان_در_ایران,"
International Campaign in defense of women's rights in Iran",--------------,Human rights,Invalid Site
کمپین_قانون_بی‌سنگسار,Campaign for laws without stoning,Anti-stoning campaign,Human rights,Invalid Site
من_مجیدم,I am Majid,"In opposition to government supporters publication of Majid Tavakoli's photo with veil, green movement supporters started campaign called I am Majid to support him by wearing hijab",Human rights,Invalid Site
۸_مارس_۱۳۵۷,3/8/1979,International Women's Day,Human rights,Invalid Site
کمپین_ممه‌لرزه,Boobquake (campaign),Satirical campaign mocking a ranking Islamic clerics comments that immodestly dressed women cause earthquakes,Human rights,Invalid Site
هما_دارابی,Homa Darabi,Iranian doctor that self-emulated herself in protest of lack of gender equality,Human rights,Invalid Site
سعید_ملک‌پور,Saeed Malekpour,A web developer on death row on charges of pornography and acting against the regime,Human rights,Invalid Site
پری_بلنده,Tall Pari ,"Sakineh Ghasemi was accused of prostitution and running prostitution house before the revolution. After the revolution, she was charged with moharebeh and executed.  ",Human rights,Invalid Site
احسان_فتاحیان,Ehsan Fatahian (d. 2009),Charged with supporting a Kurdish party and was later sentenced to death,Human rights,Invalid Site
نرگس_محمدی_(روزنامه‌نگار),Narges Mohammadi,Imprisoned Iranian human rights activist and the vice president of the Defenders of Human Rights Center,Human rights,Invalid Site
سعید_متین‌پور,Saeed Matinpour,"A Turkish rights advocate, writer, journalist, and activist who is currently incarcerated ",Human rights,Invalid Site
نوشین_احمدی_خراسانی,Noushin Ahmadi Khorasani,"Journalist, activist, and founding member of  the One Million Signatures campaign",Human rights,Invalid Site
شهلا_شرکت,Shahla Sherkat,A journalist and feminist who founded a woman's magazine but was fired for her activities,Human rights,Invalid Site
اتهام_کشتار_و_جنایت_علیه_بشریت_انجام_شده_توسط_جمهوری_اسلامی_ایران,Crimes against humanity by the Islamic Republic,"The Islamic Republic tortures, kills, rapes, and terrorizes anyone who doesn't think like them",Human rights,Invalid Site
حقوق_بشر_در_ایران,Human rights in Iran,An overview of all the human rights issues Iran is under scrutiny,Human rights,Invalid Site
قانون_اعدام_کودکان_در_جمهوری_اسلامی_ایران,Iran's child execution law,A discussion on Iran's law to execute convicted children from the age of 15 for boys and 9 for girls,Human rights,Invalid Site
تجاوز_جنسی_به_زندانیان_در_جمهوری_اسلامی_ایران,Prison rape in Iran,A look at the different occasions where the Islamic Republic was called out due to issues of prison rape,Human rights,Invalid Site
شکنجه_دولتی_در_ایران,State torture in Iran,"A description of the types of torture, locations, and individuals involved",Human rights,Invalid Site
سنگسار,Stoning,"A form of punishment for individuals who break the law, a method some Muslim countries still use - like Iran",Human rights,Invalid Site
سنگسار_در_ایران,Stoning in Iran,A brief look at this controversial issue and why Iran still employs it,Human rights,Invalid Site
اعتراف_تلویزیونی,Television confessions,To coerce an individual to confess to a crime on television that they may or may not have committed,Human rights,Invalid Site
شکنجه_معترضان_به_نتایج_اعلام_شده_انتخابات_ریاست_جمهوری_ایران_(۱۳۸۸),Torture of the 2009 protesters,"A description of the types of torture, locations, and individuals who were tortured",Human rights,Invalid Site
شکنجه_سفید,White torture,The use of psychological torture through isolation and sensory deprivation - a tactic used in Iran,Human rights,Invalid Site
سانسور_در_ایران,Censorship in Iran,"An explanation of the type of censorship Iran imposes, who they censor, and when it is at its highest",Human rights,Invalid Site
فیلترینگ_اینترنت_در_ایران,Internet censorship in Iran,--------------,Human rights,Invalid Site
فهرست_کتاب‌ها_و_مطبوعات_ممنوع_در_ایران,List of banned books and publications in Iran,--------------,Human rights,Invalid Site
دلارام_دارابی,Delara Darabi (d. 2009),A 17 year old sentenced to death for the alleged murder of her boyfriend,Human rights,Invalid Site
محمد_اصغری,Mohammad Asghari (d. 2009),Iranian teenagers from the province of Khorasan executed for homosexual acts,Human rights,Invalid Site
عاطفه_رجبی,Atefeh Rajabi (d. 2004),A 16 year old girl executed on charges of sexual activity,Human rights,Invalid Site
عبدالفتاح_سلطانی,Abdulfatah Soltani,"A lawyer, political and human rights activist whose been incarcerated on charges of propaganda against the State for his human rights work",Human rights,Invalid Site
محمدعلی_دادخواه,Mohammad Ali Dadkhah,Human rights lawyer and co-founder of the defenders of human rights center,Human rights,Invalid Site
محمد_سیف‌زاده,Mohammad Seifzadeh, Human rights lawyer and a co-founder of Defenders of Human Rights Center ,Human rights,Invalid Site
شیرین_عبادی,Shirin Ebadi,A Nobel Peace Prize winner for her human rights work but still a victim of discrimination within Iran,Human rights,Invalid Site
خلیل_بهرامیان,Khalil Bahramian,"A lawyer who since 1968 has been defending political prisoners, and has recently been arrested for propagating against the regime",Human rights,Invalid Site
عبدالکریم_لاهیجی,Abdul Karim Lahiji ,A lawyer and very active human rights activist who is the president of the International Federation for Human Rights and has supported the Green Movement ,Human rights,Invalid Site
صالح_نیکبخت,Saleh Nikbakht,A human rights activist and lawyer whose defended many individuals seen by the regime as threats to the nation,Human rights,Invalid Site
مهرانگیز_کار,Mehrangiz Kar,Celebrated human rights and women's rights defender and lawyer.,Human rights,Invalid Site
شادی_صدر,Shadi Sadr,"A lawyer, journalist, and feminist who has demonstrated for women's rights and has been arrested, beaten, and whipped",Human rights,Invalid Site
محمد_سیف_زاده,Mohammad Seifzadeh, Human rights lawyer and a co-founder of Defenders of Human Rights Center ,Human rights,Invalid Site
نسرین_ستوده,Nasrin Sotoudeh,Human rights lawyer,Human rights,Invalid Site
ناصر_زرافشان,Nasser Zarafshan,Writer and lawyer who represented the families of the victims of the chain murders,Human rights,Invalid Site
محمد_مصطفایی,Mohammad Mostafaei,Human rights lawyer. He represented Behnam Shojaei and Sakineh Mohammadi,Human rights,Invalid Site
جنبش_زنان_در_ایران,Iranian Women's Movement,A series of social movements throughout the history of Iran where women have fought for equality,Human rights,Invalid Site
اتحاد_ضد_افترا_به_گي_ها_و_لزبين_ها,Gay & Lesbian Alliance Against Defamation (GLAAD),An organization striving to protect and improve how homosexuality and homosexuals are depicted in the media,Human rights,Invalid Keyword
هرانا,HRANA,Human Rights Activist News Agency,Human rights,Invalid Site
مجموعه_فعالان_حقوق_بشر_در_ایران,Human Rights Activist in Iran,A group within Iran who pursue the tenants of UDHR in Iran,Human rights,Invalid Site
دیدبان_حقوق_بشر,Human Rights Watch,An American NGO based in New York that works on all things related to human rights issues across the globe,Human rights,Invalid Site
مادران_صلح,Mothers of Peace,A group of Iranian mothers whose social movement focuses on human rights issues,Human rights,Invalid Site
کمیته_گزارشگران_حقوق_بشر,Committee of human rights reporters,Iranian human rights group with several imprisoned members,Human rights,Invalid Site
کمپین_یک_میلیون_امضا,One Million Signatures Campaign,Petition drive for women's legal equality under the law in Iran,Human rights,Invalid Site
انجمن_زنان_تارا,Tara Women Civic Society,An organization striving to defend the rights of females [of all ages] to live a better life,Human rights,Invalid Site
آمنه_بهرامی,Ameneh Bahrami,An acid victim who become facially disfigured and blind in both eyes,Human rights,Invalid Site
کانون_زنان_ایرانی,Iranian Women Center,An internet publication that focused on human rights and women's rights which was hacked ,Human rights,Invalid Site
مجتبی_سمیع‌نژاد,Mojtaba Samehnejad,"A journalist, writer, and human rights activist whose been arrested multiple times for his criticism of the regime on his blog",Media and journalism,Invalid Site
علیرضا_فیروزی,Alireza Feroozi,"A journalist, blogger, and student activist/protester whose been in and out of prison most recently post-2009",Media and journalism,Invalid Site
ستار_بهشتی,Setar Beheshti (d. 2012),A blogger and active social network activist who was later arrested and found dead from being beaten to death,Media and journalism,Invalid Site
بابک_اجلالی,Babak Ejlali,A human rights activist and blogger who has interviewed Reza Pahlavi and prominent Iranian Christians,Media and journalism,Invalid Site
مهدی_خزعلی,Mehdi Khazali,Writer and blogger arrested in 2009,Media and journalism,Invalid Site
وحید_اصغری,Vahid Asghari,"Imprisoned blogger, sentenced to death",Media and journalism,Invalid Site
بی‌بی‌سی,BBC,The British Broadcasting Corporation that has a number of channels ranging from news to entertainment,Media and journalism,Invalid Site
بی‌بی‌سی_فارسی,BBC Persian,A channel within the BBC family that is a news channel broadcasted in Persian and focused on Iranian current events,Media and journalism,Invalid Site
رادیو_زمانه,Radio Zaman,A Persian language radio station that began in 2007 and headquartered in Amsterdam with an array of programs and an inconsistent objective,Media and journalism,Invalid Site
صدای_آمریکا_(بخش_فارسی),Voice of America,An American based Iranian news network known for it's style of news being against the Islamic Republic,Media and Journalism,Invalid Site
رویا_طلوعی,Roya Toloui,"A journalist, human rights, and women's rights activist who once ran a magazine called Rasan that was shut down by the regime",Media and journalism,Invalid Site
کیوان_صمیمی,Keyvan Samimi,"Political activist, managing director of the suspended Nameh monthly, member of the National Peace Council",Media and journalism,Invalid Site
یدالله_اسلامی,Yadollah Eslami,"Former MP, journalist. Eslami was the editor in chief of Iranian newspaper Fath. Fath was shut down in 2000",Media and journalism,Invalid Site
﻿TV.com,TV.com,An American website dedicated to broadcasting an array of television programs,Media and journalism,Invalid Site
سیامک_پورزند,Siamak Pourzand (d. 2011),"A journalist and cultural activist, heavily involved in the cinematic arts, spent many years in prison, and knew Reza Pahlavi",Media and journalism,Invalid Site
ساسان_آقایی,Sasan Aghai,"A journalist who has been critical of Iran's domestic and foreign policies and politics, and as a result spent time in prison",Media and journalism,Invalid Site
محمد_داوری,Mohammad Davari,A journalist and political prisoner who has been imprisoned for the teachers protest in 2006 and the 2009 protests ,Media and journalism,Invalid Site
مهدی_تاجیک,Mehdi Tajik,Student activist and journalist who was arrested before and after the 2009 election,Media and journalism,Invalid Site
مازیار_بهاری,Maziar Bahari,A journalist and filmmaker who was apart of the group of journalist who were arrested during the 2009 protests,Media and journalism,Invalid Site
رکسانا_صابری,Roxana Saberi,A journalist who was arrested while in Iran and endured a lot of abuse and ill-treatment  ,Media and journalism,Invalid Site
احمد_زیدآبادی,Ahmad Zeydabadi,Zeydabadi was a strong critic of Khamenei and the regime in regards to the 2009 protest,Media and journalism,Invalid Site
مهسا_امرآبادی,Mahsa Amrabadi,Journalist imprisoned after 2009 elections,Media and journalism,Invalid Site
سام_محمودی,Sam Mahmoudi,A journalist who was very active in Iran until his imprisonment for his involvement in the post-election protests,Media and journalism,Invalid Site
مسعود_باستانی,Masoud Bastani,Journalist arrested post-2009,Media and journalism,Invalid Site
نازنین_خسروانی,Nazanin Khosravani,Journalist who was arrested after the 2009 election,Media and journalism,Invalid Site
پرستو_دوکوهکی,Parastoo Dokouhi,Journalist and blogger arrested post-2009,Media and journalism,Invalid Site
بهمن_احمدی_امویی,Bahman Ahmadi Amouee,"A journalist, political prisoner and supporter of the 2009 protests",Media and journalism,Invalid Site
محمد_صفر_لفوتی,Mohammad Safar Lafvati,"Journalist and human rights activist, arrested and sentenced post-2009 ",Media and journalism,Invalid Site
ژیلا_بنی‌یعقوب,Zhila Baniyaghoun,"Is an Iranian journalist and women's rights activist. She is the editor-in-chief of the website Kanoon Zanan Irani (""Focus on Iranian Women""). Post-2009 (Prisoner)",Media and journalism,Invalid Site
مریم_مجد,Maryam Majd ,"Photo journalist arrested on 21 June 2011, a day before her trip to Germany to photograph the 2011 FIFA Women’s World Cup. She is a member of the campaign to seek women’s attendance inside sports complexes, and also worked for the banned magazine Zanan.",Media and journalism,Invalid Site
زهرا_کاظمی,Zahra Kazemi (d. 2003),An Iranian-Canadian reporter was arrested and killed,Media and journalism,Invalid Site
علی‌رضا_نوری‌زاده,Alireza Nourizadeh,"Currently at VOA, a journalist, author, and political activist whose credibility is in question",Media and journalism,Invalid Site
مسعود_لواسانی,Masoud Lavasani,Iranian journalist and blogger,Media and journalism,Invalid Site
اعظم_ویسمه,Azam Vismeh,"A journalist who has worked for a number of publications, including National Trust",Media and journalism,Invalid Site
محمد_قوچانی,Mohammad Ghouchani,Iranian journalist and newspaper editor,Media and journalism,Invalid Site
سبا_خویی,Saba Khoi,A social and civil activist who has done work on women's and children's rights through many outlets and as a result has been under the scrutiny of the Islamic Republic,Media and journalism,Invalid Site
محمد_صفر_لفوتی,Mohammad Safar Lafoti,Reformist journalist whose been charged with communicating with anti-IRI groups ,Media and journalism,Invalid Site
رسانه_سبز_ایران,Green Media Forums,"A satellite, radio, and internet media source inspired by the Green Movement and possibly linked to Mousavi",Media and Journalism,Invalid Site
سحام_نیوز,Saham News,"An online news source associated with Karroubi that reported on the status of Mousavi, Karroubi, and their families",Media and journalism,Invalid Site
وب‌گاه_کلمه,Kaleme website,Green movement website that has been associated with Mir Hossein Mousavi,Media and Journalism,Invalid Site
کلمه_سبز_(روزنامه),Kalameh-e Sabz (Green Word newspaper),Mousavi associated newspaper,Media and journalism,Invalid Site
اعتماد_ملی_(روزنامه),National Trust Newspaper,"Newspaper company owned by Mehdi Karroubi, which on occasions has been critical of Ahmadinejad",Media and journalism,Invalid Site
زنان_(ماهنامه),Women's Magazine,A banned Iranian magazine that focused on all issues related to women,Media and journalism,Invalid Site
روزنامه_زن,Women's Newspaper,A banned newspaper founded Rafsanjani's daughter with a focus on women's rights,Media and journalism,Invalid Site
